service_id,date,exception_type
6,20220810,2
6,20220811,2
6,20220812,2
6,20220815,2
6,20220816,2
6,20220817,2
6,20220818,2
6,20220819,2
6,20220822,2
6,20220823,2
6,20220824,2
6,20220825,2
6,20220826,2
6,20220829,2
6,20220830,2
6,20220831,2
6,20220901,2
6,20220902,2
6,20220905,2
6,20220906,2
6,20220907,2
6,20220908,2
6,20220909,2
6,20221130,2
6,20221201,2
7,20211212,2
7,20211218,2
7,20211219,2
7,20211225,2
7,20211226,2
7,20220101,2
7,20220102,2
7,20220108,2
7,20220109,2
7,20220115,2
7,20220116,2
7,20220122,2
7,20220123,2
7,20220124,2
7,20220129,2
7,20220130,2
7,20220205,2
7,20220206,2
7,20220212,2
7,20220213,2
7,20220219,2
7,20220220,2
7,20220226,2
7,20220227,2
7,20220305,2
7,20220306,2
7,20220312,2
7,20220313,2
7,20220319,2
7,20220320,2
7,20220326,2
7,20220327,2
7,20220402,2
7,20220403,2
7,20220409,2
7,20220410,2
7,20220416,2
7,20220417,2
7,20220422,2
7,20220423,2
7,20220424,2
7,20220425,2
7,20220430,2
7,20220501,2
7,20220507,2
7,20220508,2
7,20220514,2
7,20220515,2
7,20220521,2
7,20220522,2
7,20220528,2
7,20220529,2
7,20220601,2
7,20220604,2
7,20220605,2
7,20220611,2
7,20220612,2
7,20220613,2
7,20220618,2
7,20220619,2
7,20220625,2
7,20220626,2
7,20220702,2
7,20220703,2
7,20220709,2
7,20220710,2
7,20220723,2
7,20220724,2
7,20220730,2
7,20220731,2
7,20220806,2
7,20220807,2
7,20220813,2
7,20220814,2
7,20220815,2
7,20220820,2
7,20220821,2
7,20220827,2
7,20220828,2
7,20220903,2
7,20220904,2
7,20220910,2
7,20220911,2
7,20220917,2
7,20220918,2
7,20220924,2
7,20220925,2
7,20221001,2
7,20221002,2
7,20221008,2
7,20221009,2
7,20221015,2
7,20221016,2
7,20221022,2
7,20221023,2
7,20221029,2
7,20221030,2
7,20221105,2
7,20221106,2
7,20221112,2
7,20221113,2
7,20221119,2
7,20221120,2
7,20221126,2
7,20221127,2
7,20221130,2
7,20221201,2
7,20221203,2
7,20221204,2
7,20221210,2
8,20211223,2
8,20211224,2
8,20211227,2
8,20211228,2
8,20211229,2
8,20211230,2
8,20211231,2
8,20220103,2
8,20220104,2
8,20220105,2
8,20220106,2
8,20220107,2
8,20220124,2
8,20220415,2
8,20220418,2
8,20220419,2
8,20220420,2
8,20220421,2
8,20220422,2
8,20220425,2
8,20220426,2
8,20220427,2
8,20220428,2
8,20220429,2
8,20220601,2
8,20220613,2
8,20220614,2
8,20220615,2
8,20220616,2
8,20220617,2
8,20220620,2
8,20220621,2
8,20220622,2
8,20220623,2
8,20220624,2
8,20220627,2
8,20220628,2
8,20220629,2
8,20220630,2
8,20220701,2
8,20220704,2
8,20220705,2
8,20220706,2
8,20220707,2
8,20220708,2
8,20220711,2
8,20220712,2
8,20220713,2
8,20220714,2
8,20220715,2
8,20220718,2
8,20220719,2
8,20220720,2
8,20220721,2
8,20220722,2
8,20220725,2
8,20220726,2
8,20220727,2
8,20220728,2
8,20220729,2
8,20220801,2
8,20220802,2
8,20220803,2
8,20220804,2
8,20220805,2
8,20220808,2
8,20220809,2
8,20220810,2
8,20220811,2
8,20220812,2
8,20220815,2
8,20220816,2
8,20220817,2
8,20220818,2
8,20220819,2
8,20220822,2
8,20220823,2
8,20220824,2
8,20220825,2
8,20220826,2
8,20220829,2
8,20220830,2
8,20220831,2
8,20220901,2
8,20220902,2
8,20220905,2
8,20220906,2
8,20220907,2
8,20220908,2
8,20220909,2
8,20221130,2
8,20221201,2
9,20211223,2
9,20211224,2
9,20211227,2
9,20211228,2
9,20211229,2
9,20211230,2
9,20211231,2
9,20220103,2
9,20220104,2
9,20220105,2
9,20220106,2
9,20220107,2
9,20220124,2
9,20220415,2
9,20220418,2
9,20220419,2
9,20220420,2
9,20220421,2
9,20220422,2
9,20220425,2
9,20220426,2
9,20220427,2
9,20220428,2
9,20220429,2
9,20220601,2
9,20220613,2
9,20220614,2
9,20220615,2
9,20220616,2
9,20220617,2
9,20220620,2
9,20220621,2
9,20220622,2
9,20220623,2
9,20220624,2
9,20220627,2
9,20220628,2
9,20220629,2
9,20220630,2
9,20220701,2
9,20220704,2
9,20220705,2
9,20220706,2
9,20220707,2
9,20220708,2
9,20220711,2
9,20220712,2
9,20220713,2
9,20220714,2
9,20220715,2
9,20220718,2
9,20220719,2
9,20220720,2
9,20220721,2
9,20220722,2
9,20220725,2
9,20220726,2
9,20220727,2
9,20220728,2
9,20220729,2
9,20220801,2
9,20220802,2
9,20220803,2
9,20220804,2
9,20220805,2
9,20220808,2
9,20220809,2
9,20220810,2
9,20220811,2
9,20220812,2
9,20220815,2
9,20220816,2
9,20220817,2
9,20220818,2
9,20220819,2
9,20220822,2
9,20220823,2
9,20220824,2
9,20220825,2
9,20220826,2
9,20220829,2
9,20220830,2
9,20220831,2
9,20220901,2
9,20220902,2
9,20220905,2
9,20220906,2
9,20220907,2
9,20220908,2
9,20220909,2
9,20221130,2
9,20221201,2
11,20220124,2
11,20220422,2
11,20220425,2
11,20220601,2
11,20220613,2
11,20220815,2
11,20221130,2
11,20221201,2
13,20211212,2
13,20211219,2
13,20211225,2
13,20211226,2
13,20220101,2
13,20220102,2
13,20220109,2
13,20220116,2
13,20220123,2
13,20220124,2
13,20220130,2
13,20220206,2
13,20220213,2
13,20220220,2
13,20220227,2
13,20220306,2
13,20220313,2
13,20220320,2
13,20220327,2
13,20220403,2
13,20220410,2
13,20220417,2
13,20220422,2
13,20220424,2
13,20220425,2
13,20220501,2
13,20220508,2
13,20220515,2
13,20220522,2
13,20220529,2
13,20220601,2
13,20220605,2
13,20220612,2
13,20220613,2
13,20220619,2
13,20220626,2
13,20220703,2
13,20220710,2
13,20220717,2
13,20220724,2
13,20220731,2
13,20220807,2
13,20220814,2
13,20220815,2
13,20220821,2
13,20220828,2
13,20220904,2
13,20220911,2
13,20220918,2
13,20220925,2
13,20221002,2
13,20221009,2
13,20221016,2
13,20221023,2
13,20221030,2
13,20221106,2
13,20221113,2
13,20221120,2
13,20221127,2
13,20221130,2
13,20221201,2
13,20221204,2
14,20211212,2
14,20211218,2
14,20211219,2
14,20211225,2
14,20211226,2
14,20220101,2
14,20220102,2
14,20220108,2
14,20220109,2
14,20220115,2
14,20220116,2
14,20220122,2
14,20220123,2
14,20220124,2
14,20220129,2
14,20220130,2
14,20220205,2
14,20220206,2
14,20220212,2
14,20220213,2
14,20220219,2
14,20220220,2
14,20220226,2
14,20220227,2
14,20220305,2
14,20220306,2
14,20220312,2
14,20220313,2
14,20220319,2
14,20220320,2
14,20220326,2
14,20220327,2
14,20220402,2
14,20220403,2
14,20220409,2
14,20220410,2
14,20220416,2
14,20220417,2
14,20220422,2
14,20220423,2
14,20220424,2
14,20220425,2
14,20220430,2
14,20220501,2
14,20220507,2
14,20220508,2
14,20220514,2
14,20220515,2
14,20220521,2
14,20220522,2
14,20220528,2
14,20220529,2
14,20220601,2
14,20220604,2
14,20220605,2
14,20220611,2
14,20220612,2
14,20220613,2
14,20220618,2
14,20220619,2
14,20220625,2
14,20220626,2
14,20220702,2
14,20220703,2
14,20220709,2
14,20220710,2
14,20220716,2
14,20220717,2
14,20220723,2
14,20220724,2
14,20220730,2
14,20220731,2
14,20220806,2
14,20220807,2
14,20220813,2
14,20220814,2
14,20220815,2
14,20220820,2
14,20220821,2
14,20220827,2
14,20220828,2
14,20220903,2
14,20220904,2
14,20220910,2
14,20220911,2
14,20220917,2
14,20220918,2
14,20220924,2
14,20220925,2
14,20221001,2
14,20221002,2
14,20221008,2
14,20221009,2
14,20221015,2
14,20221016,2
14,20221022,2
14,20221023,2
14,20221029,2
14,20221030,2
14,20221105,2
14,20221106,2
14,20221112,2
14,20221113,2
14,20221119,2
14,20221120,2
14,20221126,2
14,20221127,2
14,20221130,2
14,20221201,2
14,20221203,2
14,20221204,2
14,20221210,2
15,20211212,2
15,20211218,2
15,20211219,2
15,20211225,2
15,20211226,2
15,20220101,2
15,20220102,2
15,20220108,2
15,20220109,2
15,20220115,2
15,20220116,2
15,20220122,2
15,20220123,2
15,20220124,2
15,20220129,2
15,20220130,2
15,20220205,2
15,20220206,2
15,20220212,2
15,20220213,2
15,20220219,2
15,20220220,2
15,20220226,2
15,20220227,2
15,20220305,2
15,20220306,2
15,20220312,2
15,20220313,2
15,20220319,2
15,20220320,2
15,20220326,2
15,20220327,2
15,20220402,2
15,20220403,2
15,20220408,2
15,20220409,2
15,20220410,2
15,20220416,2
15,20220417,2
15,20220422,2
15,20220423,2
15,20220424,2
15,20220425,2
15,20220430,2
15,20220501,2
15,20220507,2
15,20220508,2
15,20220514,2
15,20220515,2
15,20220521,2
15,20220522,2
15,20220528,2
15,20220529,2
15,20220601,2
15,20220604,2
15,20220605,2
15,20220611,2
15,20220612,2
15,20220613,2
15,20220618,2
15,20220619,2
15,20220625,2
15,20220626,2
15,20220702,2
15,20220703,2
15,20220709,2
15,20220710,2
15,20220716,2
15,20220717,2
15,20220723,2
15,20220724,2
15,20220730,2
15,20220731,2
15,20220806,2
15,20220807,2
15,20220813,2
15,20220814,2
15,20220815,2
15,20220820,2
15,20220821,2
15,20220827,2
15,20220828,2
15,20220903,2
15,20220904,2
15,20220910,2
15,20220911,2
15,20220917,2
15,20220918,2
15,20220924,2
15,20220925,2
15,20221001,2
15,20221002,2
15,20221008,2
15,20221009,2
15,20221015,2
15,20221016,2
15,20221022,2
15,20221023,2
15,20221029,2
15,20221030,2
15,20221105,2
15,20221106,2
15,20221112,2
15,20221113,2
15,20221119,2
15,20221120,2
15,20221126,2
15,20221127,2
15,20221130,2
15,20221201,2
15,20221203,2
15,20221204,2
16,20211223,2
16,20211224,2
16,20211227,2
16,20211228,2
16,20211229,2
16,20211230,2
16,20211231,2
16,20220103,2
16,20220104,2
16,20220105,2
16,20220106,2
16,20220107,2
16,20220415,2
16,20220418,2
16,20220419,2
16,20220420,2
16,20220421,2
16,20220422,2
16,20220425,2
16,20220426,2
16,20220427,2
16,20220428,2
16,20220429,2
16,20220613,2
16,20220614,2
16,20220615,2
16,20220616,2
16,20220617,2
16,20220620,2
16,20220621,2
16,20220622,2
16,20220623,2
16,20220624,2
16,20220627,2
16,20220628,2
16,20220629,2
16,20220630,2
16,20220701,2
16,20220704,2
16,20220705,2
16,20220706,2
16,20220707,2
16,20220708,2
16,20220711,2
16,20220712,2
16,20220713,2
16,20220714,2
16,20220715,2
16,20220718,2
16,20220719,2
16,20220720,2
16,20220721,2
16,20220722,2
16,20220725,2
16,20220726,2
16,20220727,2
16,20220728,2
16,20220729,2
16,20220801,2
16,20220802,2
16,20220803,2
16,20220804,2
16,20220805,2
16,20220808,2
16,20220809,2
16,20220810,2
16,20220811,2
16,20220812,2
16,20220815,2
16,20220816,2
16,20220817,2
16,20220818,2
16,20220819,2
16,20220822,2
16,20220823,2
16,20220824,2
16,20220825,2
16,20220826,2
16,20220829,2
16,20220830,2
16,20220831,2
16,20220901,2
16,20220902,2
16,20220905,2
16,20220906,2
16,20220907,2
16,20220908,2
16,20220909,2
17,20211225,2
17,20211226,2
17,20220101,2
17,20220102,2
17,20220124,2
17,20220422,2
17,20220424,2
17,20220425,2
17,20220501,2
17,20220601,2
17,20220612,2
17,20220613,2
17,20220815,2
17,20221130,2
17,20221201,2
19,20211212,2
19,20211219,2
19,20211226,2
19,20220102,2
19,20220109,2
19,20220116,2
19,20220123,2
19,20220130,2
19,20220206,2
19,20220213,2
19,20220220,2
19,20220227,2
19,20220306,2
19,20220313,2
19,20220320,2
19,20220327,2
19,20220403,2
19,20220410,2
19,20220417,2
19,20220424,2
19,20220501,2
19,20220508,2
19,20220515,2
19,20220522,2
19,20220529,2
19,20220605,2
19,20220612,2
19,20220619,2
19,20220626,2
19,20220703,2
19,20220710,2
19,20220717,2
19,20220724,2
19,20220731,2
19,20220807,2
19,20220814,2
19,20220821,2
19,20220828,2
19,20220904,2
19,20220911,2
19,20220918,2
19,20220925,2
19,20221002,2
19,20221009,2
19,20221016,2
19,20221023,2
19,20221030,2
19,20221106,2
19,20221113,2
19,20221120,2
19,20221127,2
19,20221204,2
21,20211212,2
21,20211213,2
21,20211214,2
21,20211215,2
21,20211216,2
21,20211217,2
21,20211218,2
21,20211219,2
21,20211220,2
21,20211221,2
21,20211222,2
21,20211223,2
21,20211224,2
21,20211225,2
21,20211226,2
21,20211227,2
21,20211228,2
21,20211229,2
21,20211230,2
21,20211231,2
21,20220101,2
21,20220102,2
21,20220103,2
21,20220104,2
21,20220105,2
21,20220106,2
21,20220107,2
21,20220108,2
21,20220109,2
21,20220110,2
21,20220111,2
21,20220112,2
21,20220113,2
21,20220114,2
21,20220115,2
21,20220116,2
21,20220117,2
21,20220118,2
21,20220119,2
21,20220120,2
21,20220121,2
21,20220122,2
21,20220123,2
21,20220124,2
21,20220125,2
21,20220126,2
21,20220127,2
21,20220128,2
21,20220129,2
21,20220130,2
21,20220131,2
21,20220201,2
21,20220202,2
21,20220203,2
21,20220204,2
21,20220205,2
21,20220206,2
21,20220207,2
21,20220208,2
21,20220209,2
21,20220210,2
21,20220211,2
21,20220212,2
21,20220213,2
21,20220214,2
21,20220215,2
21,20220216,2
21,20220217,2
21,20220218,2
21,20220219,2
21,20220220,2
21,20220221,2
21,20220222,2
21,20220223,2
21,20220224,2
21,20220225,2
21,20220226,2
21,20220227,2
21,20220228,2
21,20220301,2
21,20220302,2
21,20220303,2
21,20220304,2
21,20220305,2
21,20220306,2
21,20220307,2
21,20220308,2
21,20220309,2
21,20220310,2
21,20220311,2
21,20220312,2
21,20220313,2
21,20220314,2
21,20220315,2
21,20220316,2
21,20220317,2
21,20220318,2
21,20220319,2
21,20220320,2
21,20220321,2
21,20220322,2
21,20220323,2
21,20220324,2
21,20220325,2
21,20220326,2
21,20220327,2
21,20220328,2
21,20220329,2
21,20220330,2
21,20220331,2
21,20220401,2
21,20220402,2
21,20220403,2
21,20220404,2
21,20220405,2
21,20220406,2
21,20220407,2
21,20220408,2
21,20220409,2
21,20220410,2
21,20220411,2
21,20220412,2
21,20220413,2
21,20220414,2
21,20220415,2
21,20220416,2
21,20220417,2
21,20220418,2
21,20220419,2
21,20220420,2
21,20220421,2
21,20220422,2
21,20220423,2
21,20220424,2
21,20220425,2
21,20220426,2
21,20220427,2
21,20220428,2
21,20220502,2
21,20220503,2
21,20220504,2
21,20220505,2
21,20220506,2
21,20220507,2
21,20220508,2
21,20220509,2
21,20220510,2
21,20220511,2
21,20220512,2
21,20220513,2
21,20220514,2
21,20220515,2
21,20220516,2
21,20220517,2
21,20220518,2
21,20220519,2
21,20220520,2
21,20220521,2
21,20220522,2
21,20220523,2
21,20220524,2
21,20220525,2
21,20220526,2
21,20220527,2
21,20220528,2
21,20220529,2
21,20220530,2
21,20220531,2
21,20220601,2
21,20220602,2
21,20220603,2
21,20220604,2
21,20220605,2
21,20220606,2
21,20220607,2
21,20220608,2
21,20220609,2
21,20220610,2
21,20220912,2
21,20220913,2
21,20220914,2
21,20220915,2
21,20220916,2
21,20220917,2
21,20220918,2
21,20220919,2
21,20220920,2
21,20220921,2
21,20220922,2
21,20220923,2
21,20220924,2
21,20220925,2
21,20220926,2
21,20220927,2
21,20220928,2
21,20220929,2
21,20220930,2
21,20221001,2
21,20221002,2
21,20221003,2
21,20221004,2
21,20221005,2
21,20221006,2
21,20221007,2
21,20221008,2
21,20221009,2
21,20221010,2
21,20221011,2
21,20221012,2
21,20221013,2
21,20221014,2
21,20221015,2
21,20221016,2
21,20221017,2
21,20221018,2
21,20221019,2
21,20221020,2
21,20221021,2
21,20221022,2
21,20221023,2
21,20221024,2
21,20221025,2
21,20221026,2
21,20221027,2
21,20221028,2
21,20221029,2
21,20221030,2
21,20221031,2
21,20221101,2
21,20221102,2
21,20221103,2
21,20221104,2
21,20221105,2
21,20221106,2
21,20221107,2
21,20221108,2
21,20221109,2
21,20221110,2
21,20221111,2
21,20221112,2
21,20221113,2
21,20221114,2
21,20221115,2
21,20221116,2
21,20221117,2
21,20221118,2
21,20221119,2
21,20221120,2
21,20221121,2
21,20221122,2
21,20221123,2
21,20221124,2
21,20221125,2
21,20221126,2
21,20221127,2
21,20221128,2
21,20221129,2
21,20221130,2
21,20221201,2
21,20221202,2
21,20221203,2
21,20221204,2
21,20221205,2
21,20221206,2
21,20221207,2
21,20221208,2
21,20221209,2
21,20221210,2
22,20211218,2
22,20211225,2
22,20211226,2
22,20220101,2
22,20220102,2
22,20220108,2
22,20220115,2
22,20220122,2
22,20220124,2
22,20220129,2
22,20220205,2
22,20220212,2
22,20220219,2
22,20220226,2
22,20220305,2
22,20220312,2
22,20220319,2
22,20220326,2
22,20220402,2
22,20220409,2
22,20220416,2
22,20220422,2
22,20220423,2
22,20220424,2
22,20220425,2
22,20220430,2
22,20220501,2
22,20220507,2
22,20220514,2
22,20220521,2
22,20220528,2
22,20220601,2
22,20220604,2
22,20220611,2
22,20220612,2
22,20220613,2
22,20220618,2
22,20220625,2
22,20220702,2
22,20220709,2
22,20220716,2
22,20220723,2
22,20220730,2
22,20220813,2
22,20220815,2
22,20220820,2
22,20220827,2
22,20220903,2
22,20220910,2
22,20220917,2
22,20220924,2
22,20221001,2
22,20221008,2
22,20221015,2
22,20221022,2
22,20221029,2
22,20221105,2
22,20221112,2
22,20221119,2
22,20221126,2
22,20221130,2
22,20221201,2
22,20221203,2
22,20221210,2
23,20211212,2
23,20211218,2
23,20211219,2
23,20211223,2
23,20211224,2
23,20211225,2
23,20211226,2
23,20211227,2
23,20211228,2
23,20211229,2
23,20211230,2
23,20211231,2
23,20220101,2
23,20220102,2
23,20220103,2
23,20220104,2
23,20220105,2
23,20220106,2
23,20220107,2
23,20220108,2
23,20220109,2
23,20220115,2
23,20220116,2
23,20220122,2
23,20220123,2
23,20220124,2
23,20220129,2
23,20220130,2
23,20220205,2
23,20220206,2
23,20220212,2
23,20220213,2
23,20220219,2
23,20220220,2
23,20220226,2
23,20220227,2
23,20220305,2
23,20220306,2
23,20220312,2
23,20220313,2
23,20220319,2
23,20220320,2
23,20220326,2
23,20220327,2
23,20220402,2
23,20220403,2
23,20220409,2
23,20220410,2
23,20220415,2
23,20220416,2
23,20220417,2
23,20220418,2
23,20220419,2
23,20220420,2
23,20220421,2
23,20220422,2
23,20220423,2
23,20220424,2
23,20220425,2
23,20220426,2
23,20220427,2
23,20220428,2
23,20220429,2
23,20220430,2
23,20220501,2
23,20220507,2
23,20220508,2
23,20220514,2
23,20220515,2
23,20220521,2
23,20220522,2
23,20220528,2
23,20220529,2
23,20220601,2
23,20220604,2
23,20220605,2
23,20220611,2
23,20220612,2
23,20220613,2
23,20220614,2
23,20220615,2
23,20220616,2
23,20220617,2
23,20220618,2
23,20220619,2
23,20220620,2
23,20220621,2
23,20220622,2
23,20220623,2
23,20220624,2
23,20220625,2
23,20220626,2
23,20220627,2
23,20220628,2
23,20220629,2
23,20220630,2
23,20220701,2
23,20220702,2
23,20220703,2
23,20220704,2
23,20220705,2
23,20220706,2
23,20220707,2
23,20220708,2
23,20220709,2
23,20220710,2
23,20220711,2
23,20220712,2
23,20220713,2
23,20220714,2
23,20220715,2
23,20220716,2
23,20220717,2
23,20220718,2
23,20220719,2
23,20220720,2
23,20220721,2
23,20220722,2
23,20220723,2
23,20220724,2
23,20220725,2
23,20220726,2
23,20220727,2
23,20220728,2
23,20220729,2
23,20220730,2
23,20220731,2
23,20220801,2
23,20220802,2
23,20220803,2
23,20220804,2
23,20220805,2
23,20220806,2
23,20220807,2
23,20220808,2
23,20220809,2
23,20220810,2
23,20220811,2
23,20220812,2
23,20220813,2
23,20220814,2
23,20220815,2
23,20220816,2
23,20220817,2
23,20220818,2
23,20220819,2
23,20220820,2
23,20220821,2
23,20220822,2
23,20220823,2
23,20220824,2
23,20220825,2
23,20220826,2
23,20220827,2
23,20220828,2
23,20220829,2
23,20220830,2
23,20220831,2
23,20220901,2
23,20220902,2
23,20220903,2
23,20220904,2
23,20220905,2
23,20220906,2
23,20220907,2
23,20220908,2
23,20220909,2
23,20220910,2
23,20220911,2
23,20220917,2
23,20220918,2
23,20220924,2
23,20220925,2
23,20221001,2
23,20221002,2
23,20221008,2
23,20221009,2
23,20221015,2
23,20221016,2
23,20221022,2
23,20221023,2
23,20221029,2
23,20221030,2
23,20221105,2
23,20221106,2
23,20221112,2
23,20221113,2
23,20221119,2
23,20221120,2
23,20221126,2
23,20221127,2
23,20221130,2
23,20221201,2
23,20221203,2
23,20221204,2
23,20221210,2
25,20220425,2
26,20220429,2
26,20220430,2
26,20220501,2
26,20220611,2
26,20220612,2
26,20220613,2
26,20220614,2
26,20220615,2
26,20220616,2
26,20220617,2
26,20220618,2
26,20220619,2
26,20220620,2
26,20220621,2
26,20220622,2
26,20220623,2
26,20220624,2
26,20220625,2
26,20220626,2
26,20220627,2
26,20220628,2
26,20220629,2
26,20220630,2
26,20220701,2
26,20220702,2
26,20220703,2
26,20220704,2
26,20220705,2
26,20220706,2
26,20220707,2
26,20220708,2
26,20220709,2
26,20220710,2
26,20220711,2
26,20220712,2
26,20220713,2
26,20220714,2
26,20220715,2
26,20220716,2
26,20220717,2
26,20220718,2
26,20220719,2
26,20220720,2
26,20220721,2
26,20220722,2
26,20220723,2
26,20220724,2
26,20220725,2
26,20220726,2
26,20220727,2
26,20220728,2
26,20220729,2
26,20220730,2
26,20220731,2
26,20220801,2
26,20220802,2
26,20220803,2
26,20220804,2
26,20220805,2
26,20220806,2
26,20220807,2
26,20220808,2
26,20220809,2
26,20220810,2
26,20220811,2
26,20220812,2
26,20220813,2
26,20220814,2
26,20220815,2
26,20220816,2
26,20220817,2
26,20220818,2
26,20220819,2
26,20220820,2
26,20220821,2
26,20220822,2
26,20220823,2
26,20220824,2
26,20220825,2
26,20220826,2
26,20220827,2
26,20220828,2
26,20220829,2
26,20220830,2
26,20220831,2
26,20220901,2
26,20220902,2
26,20220903,2
26,20220904,2
26,20220905,2
26,20220906,2
26,20220907,2
26,20220908,2
26,20220909,2
26,20220910,2
26,20220911,2
27,20211212,2
27,20211213,2
27,20211214,2
27,20211215,2
27,20211216,2
27,20211217,2
27,20211218,2
27,20211219,2
27,20211220,2
27,20211221,2
27,20211222,2
27,20211223,2
27,20211224,2
27,20211225,2
27,20211226,2
27,20211227,2
27,20211228,2
27,20211229,2
27,20211230,2
27,20211231,2
27,20220101,2
27,20220102,2
27,20220103,2
27,20220104,2
27,20220105,2
27,20220106,2
27,20220107,2
27,20220108,2
27,20220109,2
27,20220110,2
27,20220111,2
27,20220112,2
27,20220113,2
27,20220114,2
27,20220115,2
27,20220116,2
27,20220117,2
27,20220118,2
27,20220119,2
27,20220120,2
27,20220121,2
27,20220122,2
27,20220123,2
27,20220124,2
27,20220125,2
27,20220126,2
27,20220127,2
27,20220128,2
27,20220129,2
27,20220130,2
27,20220131,2
27,20220201,2
27,20220202,2
27,20220203,2
27,20220204,2
27,20220205,2
27,20220206,2
27,20220207,2
27,20220208,2
27,20220209,2
27,20220210,2
27,20220211,2
27,20220212,2
27,20220213,2
27,20220214,2
27,20220215,2
27,20220216,2
27,20220217,2
27,20220218,2
27,20220219,2
27,20220220,2
27,20220221,2
27,20220222,2
27,20220223,2
27,20220224,2
27,20220225,2
27,20220226,2
27,20220227,2
27,20220228,2
27,20220301,2
27,20220302,2
27,20220303,2
27,20220304,2
27,20220305,2
27,20220306,2
27,20220307,2
27,20220308,2
27,20220309,2
27,20220310,2
27,20220311,2
27,20220312,2
27,20220313,2
27,20220314,2
27,20220315,2
27,20220316,2
27,20220317,2
27,20220318,2
27,20220319,2
27,20220320,2
27,20220321,2
27,20220322,2
27,20220323,2
27,20220324,2
27,20220325,2
27,20220326,2
27,20220327,2
27,20220328,2
27,20220329,2
27,20220330,2
27,20220331,2
27,20220401,2
27,20220402,2
27,20220403,2
27,20220404,2
27,20220405,2
27,20220406,2
27,20220407,2
27,20220408,2
27,20220409,2
27,20220410,2
27,20220411,2
27,20220412,2
27,20220413,2
27,20220414,2
27,20220415,2
27,20220416,2
27,20220417,2
27,20220418,2
27,20220419,2
27,20220420,2
27,20220421,2
27,20220422,2
27,20220423,2
27,20220424,2
27,20220425,2
27,20220426,2
27,20220427,2
27,20220428,2
27,20220429,2
27,20220430,2
27,20220501,2
27,20220502,2
27,20220503,2
27,20220504,2
27,20220505,2
27,20220506,2
27,20220507,2
27,20220508,2
27,20220509,2
27,20220510,2
27,20220511,2
27,20220512,2
